X,Y
2.827432,-2.5
2.827382,-2.5
2.827342,-2.5
2.82731,-2.5
2.827285,-2.5
2.827264,-2.5
2.827264,-2.5
2.827248,-2.5
2.827235,-2.5
2.827224,-2.5
2.827216,-2.5
2.827209,-2.5
2.827209,-2.5
2.827204,-2.5
2.8272,-2.5
2.827196,-2.5
2.827193,-2.5
2.827193,-2.523348
2.827193,-2.363544
2.827193,-2.363544
2.827193,-2.20374
2.827193,-2.043936
2.827193,-1.884133
2.827193,-1.724329
2.827193,-1.724329
2.827193,-1.564525
2.827193,-1.404721
2.827193,-1.244918
2.827193,-1.085114
2.827193,-0.92531
2.827193,-0.92531
2.827193,-0.7655061
2.827193,-0.6057023
2.827193,-0.4458985
2.827193,-0.2860947
2.827193,-0.1262909
2.827193,-0.1262909
2.827193,0.03351286
2.827193,0.1933167
2.827193,0.3531204
2.827193,0.5129243
2.827193,0.6727281
2.827193,0.6727281
2.827193,0.8325319
2.827193,0.9923357
2.827193,1.152139
2.827193,1.311943
2.827193,1.471747
2.827193,1.471747
2.827193,1.631551
2.827193,1.791354
2.827193,1.951158
2.827193,2.110962
2.827193,2.110962
2.827193,2.270766
2.827193,2.43057
2.827193,2.590374
2.827193,2.750177
2.827193,2.909981
2.827193,3.069785
2.827193,3.069785
2.827193,3.229589
2.827193,3.389393
2.827193,3.549197
2.827193,3.709001
2.827193,3.709001
2.827193,3.868804
2.827193,4.028608
2.827101,4.012213
2.826924,3.852017
2.826747,3.691821
2.826582,3.531625
2.826582,3.531625
2.826462,3.371428
2.826343,3.211232
2.826224,3.051036
2.82613,2.89084
2.826064,2.730644
2.826064,2.730644
2.826037,2.570448
2.826011,2.410252
2.825984,2.250055
2.825982,2.089859
2.825982,2.089859
2.826025,1.929663
2.826067,1.769467
2.82611,1.60927
2.826168,1.449074
2.826257,1.288878
2.826362,1.128682
2.826362,1.128682
2.826518,0.9684857
2.826673,0.8082896
2.826828,0.6480935
2.827005,0.4878973
2.827204,0.3277012
2.827425,0.1675051
2.827425,0.1675051
2.827685,0.007309064
2.827945,-0.1528869
2.828204,-0.3130829
2.828491,-0.4732789
2.828491,-0.4732789
2.828821,-0.6334749
2.829152,-0.7936708
2.829481,-0.9538666
2.829843,-1.114062
2.830215,-1.274258
2.830215,-1.274258
2.830624,-1.434454
2.831033,-1.59465
2.831442,-1.754845
2.83188,-1.915041
2.832335,-2.075237
2.832814,-2.235432
2.832814,-2.235432
2.833331,-2.395628
2.833847,-2.555823
2.863552,-2.484606
2.904682,-2.330185
2.904682,-2.330185
2.942043,-2.175771
2.97967,-2.020455
3.017342,-1.865149
3.050072,-1.709854
3.077645,-1.55349
3.077645,-1.55349
3.095439,-1.396117
3.113415,-1.237327
3.131413,-1.078538
3.144379,-0.9197525
3.15215,-0.7604795
3.15215,-0.7604795
3.150327,-0.6008657
3.1485,-0.4410724
3.14667,-0.281279
3.139255,-0.1214857
3.126761,0.03814609
3.126761,0.03814609
3.104513,0.1974621
3.082384,0.3557282
3.060228,0.5139906
3.032459,0.6722492
3.000937,0.8296455
3.000937,0.8296455
2.956347,0.9863338
2.912554,1.140028
2.86871,1.293707
2.820649,1.447371
2.820649,1.447371
2.761372,1.599881
2.703408,1.748816
2.645378,1.897725
2.582091,2.046609
2.513797,2.193661
2.44195,2.338579
2.44195,2.338579
2.360305,2.481733
2.281038,2.620521
2.201687,2.759261
2.115847,2.897953
2.026297,3.033807
2.026297,3.033807
1.930525,3.167199
1.83721,3.296974
1.743802,3.426681
1.645196,3.556322
1.542208,3.683474
1.542208,3.683474
1.431695,3.80761
1.325307,3.926919
1.21882,4.046141
1.094022,4.0356
0.9724144,3.924975
0.9724144,3.924975
0.8540593,3.801521
0.7433322,3.685828
0.6305323,3.6394
0.5158529,3.742249
0.5158529,3.742249
0.3967393,3.833547
0.2697505,3.930685
0.142667,4.027699
0.02269405,4.084232
-0.06935528,3.959185
-0.1576248,3.830135
-0.1576248,3.830135
-0.2468365,3.697877
-0.3291084,3.644405
-0.3969033,3.789136
-0.4653397,3.933832
-0.4653397,3.933832
-0.539262,4.078274
-0.5768203,3.980116
-0.6091892,3.823229
-0.6420006,3.666333
-0.6641774,3.699916
-0.6767788,3.859075
-0.6767788,3.859075
-0.6892014,4.01838
-0.7064018,4.022925
-0.7291396,3.864353
-0.7507805,3.705777
-0.7728322,3.662391
-0.7728322,3.662391
-0.802435,3.820218
-0.8319311,3.977279
-0.8595985,4.066291
-0.877647,3.90732
-0.8942972,3.748145
-0.8942972,3.748145
-0.909994,3.620624
-0.9224445,3.779942
-0.9349101,3.93926
-0.9478069,4.098576
-0.9614152,4.257858
-0.9614152,4.257858
-0.976558,4.382576
-0.9917063,4.223098
-1.006836,4.063619
-1.021093,3.904138
-1.021093,3.904138
-1.033927,3.744577
