X,Y
-4.553801,-2.5
-4.554114,-2.5
-4.554114,-2.5
-4.554365,-2.5
-4.554566,-2.5
-4.554727,-2.5
-4.554855,-2.5
-4.554958,-2.5
-4.554958,-2.5
-4.55504,-2.5
-4.555106,-2.5
-4.555159,-2.5
-4.555201,-2.5
-4.555234,-2.5
-4.555234,-2.5
-4.555262,-2.5
-4.555283,-2.5
-4.555283,-2.520601
-4.555283,-2.360797
-4.555283,-2.200993
-4.555283,-2.200993
-4.555283,-2.041189
-4.555283,-1.881386
-4.555283,-1.721582
-4.555283,-1.561778
-4.555283,-1.401974
-4.555283,-1.401974
-4.555283,-1.242171
-4.555283,-1.082367
-4.555283,-0.9225631
-4.555283,-0.7627593
-4.555283,-0.6029555
-4.555283,-0.6029555
-4.555283,-0.4431517
-4.555283,-0.2833479
-4.555283,-0.1235441
-4.555283,0.03625968
-4.555283,0.1960635
-4.555283,0.1960635
-4.555283,0.3558673
-4.555283,0.5156711
-4.555283,0.6754749
-4.555283,0.8352787
-4.555283,0.9950825
-4.555283,0.9950825
-4.555283,1.154886
-4.555283,1.31469
-4.555283,1.474494
-4.555283,1.634297
-4.555283,1.794101
-4.555283,1.794101
-4.555283,1.953905
-4.555283,1.785753
-4.555283,1.625557
-4.555283,1.465361
-4.555283,1.305164
-4.555283,1.305164
-4.555283,1.144968
-4.555283,0.984772
-4.555283,0.8245758
-4.555283,0.6643796
-4.555283,0.6643796
-4.555283,0.5041834
-4.555283,0.3439872
-4.555283,0.183791
-4.555283,0.02359483
-4.555283,-0.1366014
-4.555283,-0.1366014
-4.555283,-0.2967976
-4.555283,-0.4569938
-4.555283,-0.6171899
-4.555283,-0.7773861
-4.555283,-0.7773861
-4.555283,-1.097975
-4.555283,-1.097975
-4.555283,-1.258171
-4.555283,-1.418367
-4.555283,-1.578563
-4.555283,-1.73876
-4.555283,-1.73876
-4.555283,-1.898956
-4.555283,-2.059152
-4.555283,-2.219348
-4.555283,-2.379544
-4.555283,-2.539741
-4.555283,-2.539741
-4.575261,-2.500688
-4.608209,-2.344313
-4.636934,-2.187947
-4.661587,-2.030777
-4.682127,-1.872905
-4.682127,-1.872905
-4.69852,-1.714439
-4.714985,-1.555484
-4.72723,-1.396532
-4.735282,-1.237201
-4.739126,-1.077601
-4.738751,-0.9178435
-4.738751,-0.9178435
-4.734152,-0.7580402
-4.729549,-0.5983026
-4.720726,-0.4385652
-4.707692,-0.2790049
-4.707692,-0.2790049
-4.690458,-0.1197324
-4.673245,0.03914292
-4.651812,0.1980159
-4.626225,0.3563833
-4.596517,0.5141389
-4.596517,0.5141389
-4.56272,0.6711788
-4.529058,0.8274013
-4.491179,0.9836152
-4.449301,1.138913
-4.403473,1.293198
-4.403473,1.293198
-4.353909,1.446379
-4.304654,1.598413
-4.251183,1.750427
-4.19394,1.901166
-4.132989,2.050548
-4.132989,2.050548
-4.0684,2.198494
-4.004383,2.344934
-3.936159,2.491341
-3.864446,2.636172
-3.789321,2.779361
-3.789321,2.779361
-3.710863,2.920849
-3.63327,3.060579
-3.551478,3.200263
-3.46652,3.338138
-3.378478,3.474158
-3.378478,3.474158
-3.287435,3.60828
-3.197574,3.740465
-3.103524,3.872589
-3.008104,4.002741
-2.909417,4.131581
-2.909417,4.131581
-2.808041,4.258405
-2.70814,4.383188
-2.604067,4.291763
-2.50562,4.168724
-2.409075,4.043597
-2.315396,3.916725
-2.315396,3.916725
-2.222055,3.787814
-2.128219,3.658023
-2.038528,3.528164
-1.951645,3.396318
-1.951645,3.396318
-1.867649,3.26252
-1.782577,3.126815
-1.697903,3.103337
-1.603294,3.233387
-1.503968,3.362576
-1.401249,3.489223
-1.401249,3.489223
-1.295272,3.613292
-1.191354,3.734756
-1.082157,3.856136
-0.9699734,3.974889
-0.9699734,3.974889
-0.8549294,4.091001
-0.7423164,4.204463
-0.6244463,4.317828
-0.5091269,4.376267
-0.3911071,4.262888
-0.3911071,4.262888
-0.2757242,4.146703
-0.16298,4.032978
-0.05546733,3.919156
0.04927117,3.802645
0.1511133,3.68346
0.1511133,3.68346
0.249935,3.561623
0.350725,3.437164
0.4463115,3.312626
0.5386274,3.185506
0.6275471,3.055847
0.6275471,3.055847
0.7107353,3.187995
0.7959736,3.323203
0.8866642,3.458356
0.9811751,3.59102
1.079365,3.721137
1.181091,3.848656
1.181091,3.848656
1.28621,3.973537
1.389247,4.095748
1.497712,4.217877
1.609284,4.337312
1.609284,4.337312
1.72232,4.34562
1.833627,4.230485
1.939527,4.115256
2.04249,3.997254
2.142386,3.8765
2.142386,3.8765
2.23908,3.753021
2.337726,3.626853
2.430993,3.500611
2.520788,3.371726
2.606979,3.240249
2.606979,3.240249
2.689432,3.106244
2.772789,3.129598
2.861219,3.266123
2.953566,3.400217
3.04781,3.531796
3.04781,3.531796
3.146332,3.661675
3.243029,3.788953
3.345164,3.91616
3.450674,4.040725
3.558917,4.162619
3.670483,4.28206
3.670483,4.28206
3.785022,4.398789
3.897083,4.284782
4.00393,4.170479
4.107884,4.053397
4.107884,4.053397
4.208816,3.933556
4.311885,3.81098
