X,Y
-4.849981,-2.5
-4.849733,-2.5
-4.849535,-2.5
-4.849377,-2.5
-4.849251,-2.5
-4.84915,-2.5
-4.84915,-2.5
-4.849069,-2.5
-4.849004,-2.5
-4.848952,-2.5
-4.84891,-2.5
-4.848877,-2.5
-4.848877,-2.5
-4.84885,-2.5
-4.848829,-2.5
-4.848812,-2.5
-4.848799,-2.5
-4.848799,-2.5
-4.848799,-2.340196
-4.848799,-2.180392
-4.848799,-2.020588
-4.848799,-1.860785
-4.848799,-1.700981
-4.848799,-1.700981
-4.848799,-1.541177
-4.848799,-1.381373
-4.848799,-1.22157
-4.848799,-1.061766
-4.848799,-0.9019621
-4.848799,-0.9019621
-4.848799,-0.7421583
-4.848799,-0.5823545
-4.848799,-0.4225507
-4.848799,-0.2627469
-4.848799,-0.1029431
-4.848799,-0.1029431
-4.848799,0.05686072
-4.848799,0.2166645
-4.848799,0.3764683
-4.848799,0.5362721
-4.848799,0.6960759
-4.848799,0.6960759
-4.848799,1.015487
-4.848799,1.015487
-4.848799,1.175291
-4.848799,1.335095
-4.848799,1.494899
-4.848799,1.494899
-4.848799,1.654702
-4.848799,1.814506
-4.848799,1.97431
-4.848799,2.134114
-4.848799,2.293917
-4.848799,2.293917
-4.848799,2.453721
-4.848799,2.613525
-4.848799,2.773329
-4.848799,2.933133
-4.848799,3.092937
-4.848799,3.252741
-4.848799,3.412544
-4.848799,3.412544
-4.848799,3.572348
-4.848799,3.732152
-4.848799,3.891956
-4.848799,3.891956
-4.848799,4.05176
-4.848799,4.211564
-4.848799,4.371367
-4.848799,4.268486
-4.848799,4.268486
-4.848799,4.10829
-4.848799,3.948093
-4.848799,3.787897
-4.848799,3.627701
-4.848799,3.467505
-4.848799,3.307308
-4.848799,3.147112
-4.848799,3.147112
-4.848799,2.986916
-4.848799,2.826719
-4.848799,2.666523
-4.848799,2.506327
-4.848799,2.506327
-4.848799,2.34613
-4.848799,2.185934
-4.848799,2.025738
-4.848799,1.865542
-4.848799,1.705345
-4.848799,1.705345
-4.848799,1.384757
-4.848799,1.384757
-4.848799,1.224561
-4.848799,1.064364
-4.848799,0.9041682
-4.848799,0.9041682
-4.848799,0.7439721
-4.848799,0.5837759
-4.848799,0.4235797
-4.848799,0.2633835
-4.848799,0.1031873
-4.848799,0.1031873
-4.848799,-0.05700889
-4.848799,-0.2172051
-4.848799,-0.3774013
-4.848799,-0.5375975
-4.848799,-0.5375975
-4.848799,-0.6977937
-4.848799,-0.8579898
-4.848799,-1.018186
-4.848799,-1.178382
-4.848799,-1.338578
-4.848799,-1.498775
-4.848799,-1.498775
-4.848799,-1.658971
-4.848799,-1.819167
-4.848799,-1.979363
-4.848799,-2.13956
-4.848799,-2.299756
-4.848799,-2.299756
-4.848799,-2.459952
-4.851537,-2.580477
-4.879997,-2.423224
-4.908492,-2.265978
-4.933671,-2.108738
-4.933671,-2.108738
-4.951351,-1.950948
-4.969167,-1.792139
-4.987005,-1.633332
-5.001379,-1.474528
-5.012044,-1.315376
-5.012044,-1.315376
-5.015334,-1.15593
-5.018634,-0.9961604
-5.021938,-0.8363907
-5.022255,-0.6766211
-5.018798,-0.5168177
-5.011537,-0.3570513
-5.011537,-0.3570513
-4.997556,-0.1974125
-4.983597,-0.03821883
-4.969621,0.1209734
-4.951921,0.2801641
-4.930558,0.438988
-4.930558,0.438988
-4.902942,0.5973637
-4.875457,0.7547892
-4.847939,0.9122089
-4.816653,1.069623
-4.816653,1.069623
-4.778282,1.226357
-4.740234,1.381571
-4.702142,1.536774
-4.66245,1.691966
-4.619892,1.846781
-4.619892,1.846781
-4.570885,2.000861
-4.522389,2.153139
-4.473837,2.305398
-4.422207,2.457639
-4.366539,2.608966
-4.366539,2.608966
-4.305466,2.758932
-4.245118,2.906919
-4.184702,3.054878
-4.121457,3.202808
-4.054167,3.349731
-4.054167,3.349731
-3.98035,3.495003
-3.835389,3.779698
-3.835389,3.779698
-3.76104,3.922062
-3.686973,4.06369
-3.686973,4.06369
-3.609809,4.205276
-3.533243,4.34557
-3.456593,4.313838
-3.383787,4.173242
-3.314053,4.030965
-3.314053,4.030965
-3.249106,3.887098
-3.183274,3.741073
-3.117516,3.595015
-3.054851,3.448923
-2.99594,3.301683
-2.99594,3.301683
-2.94268,3.152936
-2.888745,3.002105
-2.834871,2.851251
-2.7849,2.700375
-2.738119,2.548293
-2.738119,2.548293
-2.698398,2.395169
-2.658223,2.240098
-2.618095,2.085016
-2.581943,1.929921
-2.54916,1.773902
-2.54916,1.773902
-2.522816,1.617125
-2.496302,1.459141
-2.46982,1.301152
-2.446236,1.143157
-2.427179,0.9847139
-2.427179,0.9847139
-2.415248,0.8256626
-2.40328,0.6659147
-2.391326,0.5061656
-2.383825,0.3464155
-2.379223,0.1863954
-2.379223,0.1863954
-2.381771,0.02626531
-2.384318,-0.1339106
-2.386861,-0.2940866
-2.39254,-0.4542627
-2.401934,-0.6143584
-2.413926,-0.7742799
-2.413926,-0.7742799
-2.43318,-0.9340281
-2.452327,-1.093075
-2.47145,-1.252124
-2.494799,-1.411176
-2.494799,-1.411176
-2.524203,-1.569676
-2.553387,-1.727188
-2.582536,-1.884706
-2.616761,-2.042231
-2.653805,-2.19878
-2.653805,-2.19878
-2.698478,-2.354676
-2.742553,-2.508682
-2.789044,-2.537922
-2.834769,-2.386115
-2.877587,-2.23311
-2.916881,-2.079226
-2.916881,-2.079226
-2.947852,-1.924396
-2.979236,-1.7677
-3.010657,-1.611012
-3.038169,-1.454332
-3.038169,-1.454332
-3.057471,-1.296939
-3.076946,-1.138325
-3.096446,-0.9797137
-3.110691,-0.8211054
-3.123231,-0.6619431
-3.123231,-0.6619431
-3.128482,-0.5026336
-3.133753,-0.3429166
-3.13903,-0.1831999
-3.140073,-0.02348334
-3.137105,0.136317
-3.130406,0.2960933
-3.130406,0.2960933
-3.11527,0.4557566
-3.10017,0.6148462
-3.085051,0.7739341
-3.065989,0.9330202
-3.065989,0.9330202
-3.03882,1.091688
-3.011817,1.249196
-2.98478,1.406699
-2.953554,1.564197
-2.919689,1.720945
-2.919689,1.720945
-2.875307,1.877141
