X,Y
-0.9758241,-2.5
-0.9758493,-2.5
-0.9758694,-2.5
-0.9758856,-2.5
-0.9758856,-2.5
-0.9758984,-2.5
-0.9759088,-2.5
-0.975917,-2.5
-0.9759237,-2.5
-0.975929,-2.5
-0.975929,-2.5
-0.9759332,-2.5
-0.9759366,-2.5
-0.9759393,-2.5
-0.9759414,-2.5
-0.9759431,-2.5
-0.9759445,-2.5
-0.9759445,-2.5
-0.9759457,-2.5
-0.9759465,-2.5
-0.9759473,-2.5
-0.9759473,-2.5
-0.9759473,-2.5
-0.9759473,-2.340196
-0.9759473,-2.180392
-0.9759473,-2.020588
-0.9759473,-1.860785
-0.9759473,-1.860785
-0.9759473,-1.700981
-0.9759473,-1.541177
-0.9759473,-1.381373
-0.9759473,-1.22157
-0.9759473,-1.061766
-0.9759473,-1.061766
-0.9759473,-0.9019621
-0.9759473,-0.7421583
-0.9759473,-0.5823545
-0.9759473,-0.4225507
-1.081838,-0.384015
-1.081838,-0.384015
-1.241388,-0.3722129
-1.400952,-0.3606059
-1.516576,-0.3318772
-1.402509,-0.2159905
-1.285373,-0.1021577
-1.285373,-0.1021577
-1.17063,0.01354253
-1.057964,0.1269523
-0.9451997,0.2402647
-0.8333554,0.3534795
-0.7225538,0.4671073
-0.7225538,0.4671073
-0.6147083,0.5814638
-0.5049335,0.6976698
-0.3950607,0.8137834
-0.2873464,0.9298043
-0.1805826,1.046865
-0.1805826,1.046865
-0.07739343,1.164886
0.02792173,1.285141
0.1333342,1.405312
0.2362475,1.525398
0.33828,1.646691
0.33828,1.646691
0.4373036,1.768935
0.5380148,1.893066
0.638822,2.017119
0.7378018,2.141094
0.8357629,2.265936
0.8357629,2.265936
0.9297355,2.391613
1.025549,2.519557
1.121457,2.64743
1.215098,2.775232
1.307338,2.9041
1.307338,2.9041
1.396957,3.034009
1.487813,3.165514
1.578761,3.296956
1.667528,3.428335
1.755154,3.560713
1.755154,3.560713
1.839198,3.693936
1.924566,3.829062
2.010023,3.964133
2.093804,4.099147
2.175697,4.234903
2.175697,4.234903
2.254151,4.37171
2.333746,4.289347
2.413426,4.150402
2.495048,4.011409
2.57825,3.873243
2.57825,3.873243
2.664732,3.735981
2.750022,3.600413
2.806936,3.660064
2.853681,3.812233
2.901766,3.964983
2.901766,3.964983
2.95396,4.117404
3.005794,4.268579
3.057688,4.379925
3.105774,4.228399
3.152031,4.075697
3.152031,4.075697
3.191972,3.922373
3.232306,3.767344
3.272592,3.612303
3.310069,3.457249
3.344725,3.301531
3.377284,3.145156
3.377284,3.145156
3.40337,2.988319
3.429621,2.830291
3.455841,2.672258
3.479642,2.514219
3.479642,2.514219
3.414357,2.500704
3.282905,2.591724
3.151361,2.682611
3.019725,2.772941
2.887799,2.86207
2.887799,2.86207
2.75522,2.946862
2.62043,3.032872
2.48555,3.118742
2.350582,3.201701
2.214272,3.283257
2.214272,3.283257
2.076971,3.359339
1.937021,3.436693
1.796988,3.513897
1.656872,3.58882
1.515777,3.660742
1.515777,3.660742
1.373228,3.727958
1.22851,3.796001
1.083716,3.863883
0.9388466,3.929052
0.7929308,3.991996
0.7929308,3.991996
0.646017,4.049788
0.4971229,4.108163
0.3481621,4.166368
0.1991347,4.221709
0.04914267,4.274807
0.04914267,4.274807
-0.1016852,4.322762
-0.2541637,4.371046
-0.4066988,4.380506
-0.5592902,4.329449
-0.7110217,4.276523
-0.7110217,4.276523
-0.8620948,4.217705
-1.011193,4.159461
-1.160225,4.101045
-1.309191,4.040409
-1.457384,3.976362
-1.457384,3.976362
-1.604254,3.908048
-1.749329,3.840373
-1.894328,3.772537
-2.039253,3.701848
-2.183058,3.628834
-2.183058,3.628834
-2.325722,3.551178
-2.466253,3.474489
-2.6067,3.397648
-2.747066,3.318511
-2.853199,3.400349
-2.853199,3.400349
-2.979906,3.493103
-3.10901,3.587416
-3.238208,3.681602
-3.3675,3.76803
-3.500516,3.851825
-3.500516,3.851825
-3.635894,3.921655
-3.778091,3.994807
-3.920368,4.067803
-4.062726,4.132627
-4.20834,4.191727
-4.356594,4.244667
-4.356594,4.244667
-4.507276,4.286413
-4.661468,4.328935
-4.81571,4.371274
-4.970003,4.393433
-4.970003,4.393433
-5.12605,4.346183
-5.279183,4.299619
-5.432263,4.252875
-5.585288,4.197707
-5.735805,4.136067
-5.735805,4.136067
-5.88387,4.062217
-6.027049,3.990607
-6.170149,3.91884
-6.31317,3.840996
-6.453703,3.756356
-6.453703,3.756356
-6.590764,3.661661
-6.722402,3.570518
-6.853948,3.479241
-6.985402,3.378128
-7.112224,3.27357
-7.112224,3.27357
-7.235678,3.158529
-7.352733,3.049254
-7.46969,2.939874
-7.586549,2.822569
-7.690796,2.70902
-7.795471,2.590963
-7.795471,2.590963
-7.891137,2.471048
-7.990918,2.345777
-8.049554,2.22043
-7.943476,2.095007
-7.943476,2.095007
-7.710733,1.850088
-7.710733,1.850088
-7.600563,1.733864
-7.49049,1.617548
-7.380515,1.501138
-7.380515,1.501138
-7.257357,1.384636
-7.141122,1.274487
-7.024986,1.164235
-6.908947,1.060104
-6.789865,0.9586841
-6.789865,0.9586841
-6.668056,0.8687714
-6.539328,0.7735549
-6.410693,0.6782114
-6.282151,0.5917124
-6.149408,0.5067843
-6.149408,0.5067843
-6.014632,0.4350542
-5.87339,0.3596867
-5.732229,0.2841665
-5.59115,0.2150856
-5.447453,0.152083
-5.447453,0.152083
-5.300918,0.1005848
-5.346995,0.1424341
-5.483391,0.2258813
-5.619874,0.3068642
-5.757475,0.3878714
-5.757475,0.3878714
-5.895356,0.4679694
-6.033705,0.5481436
-6.17214,0.628171
-6.31066,0.707559
-6.449478,0.7864549
-6.449478,0.7864549
-6.588581,0.8644317
-6.728148,0.9424722
-6.867799,1.020363
-7.007534,1.097491
-7.147612,1.174288
-7.147612,1.174288
-7.28791,1.250045
-7.428697,1.32587
-7.569566,1.401542
-7.710516,1.476641
-7.851724,1.551338
-7.851724,1.551338
-7.993155,1.624983
-8.005557,1.698682
-7.863564,1.772227
-7.721489,1.84604
-7.579508,1.920048
-7.437626,1.994151
-7.437626,1.994151
-7.295805,2.068949
-7.154281,2.143392
-7.012677,2.217683
-6.870992,2.292169
-6.870992,2.292169
-6.72937,2.367369
-6.588057,2.44221
-6.446662,2.516897
-6.305186,2.591797
-6.163781,2.666959
-6.022499,2.742356
-6.022499,2.742356
-5.881341,2.818223
-5.740407,2.893774
-5.599392,2.969172
-5.458294,3.044803
-5.458294,3.044803
-5.317276,3.121074
-5.176541,3.196995
-5.035724,3.272763
-4.894825,3.348591
-4.753933,3.424487
-4.753933,3.424487
-4.61307,3.501091
-4.47251,3.577333
-4.331868,3.653425
-4.191144,3.729773
-4.050508,3.806239
-4.050508,3.806239
-3.909942,3.883336
-3.769658,3.960083
-3.62929,4.036678
-3.48884,4.113629
-3.348521,4.190725
-3.348521,4.190725
-3.208292,4.268391
-3.068326,4.345715
-2.928277,4.376768
-2.788145,4.299747
-2.647929,4.222846
-2.507642,4.146205
-2.507642,4.146205
-2.367229,4.070051
-2.226583,3.993574
-2.08602,3.916946
-1.945539,3.840679
-1.945539,3.840679
-1.804924,3.764838
-1.664101,3.688689
-1.52336,3.612388
-1.382702,3.536338
-1.241956,3.460554
-1.241956,3.460554
-1.10108,3.385226
-0.9599844,3.309584
-0.8189704,3.23379
-0.6780382,3.158214
-0.5370334,3.082867
-0.5370334,3.082867
-0.3959169,3.008071
-0.2545469,2.932945
-0.1132582,2.857665
0.02794926,2.782668
0.169256,2.707729
0.3106081,2.633109
0.3106081,2.633109
0.4521028,2.558936
0.5938122,2.484453
0.7354409,2.409817
0.8769887,2.33545
0.8769887,2.33545
1.01863,2.261696
1.160543,2.187603
1.302376,2.113357
1.444128,2.039384
1.585976,1.965472
1.585976,1.965472
1.727868,1.892211
1.870037,1.818611
2.012126,1.744857
2.154134,1.67137
2.296235,1.598018
2.429618,1.555963
2.429618,1.555963
2.53288,1.677891
2.636284,1.799792
2.739785,1.92161
2.848068,2.043346
2.848068,2.043346
2.966839,2.1627
3.079698,2.275918
3.192656,2.389037
3.310632,2.502059
3.426169,2.608786
3.426169,2.608786
3.543698,2.703255
3.668406,2.803298
3.793211,2.903222
3.91811,2.997565
4.045782,3.087049
4.045782,3.087049
4.176803,3.166319
4.313698,3.248946
4.45068,3.331429
4.587749,3.407864
4.727491,3.480246
4.727491,3.480246
